Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
Maleficent: Mistress of Evil,2019,PG,18 Oct 2019,119 min,"Adventure, Family, Fantasy",Joachim Rønning,"Linda Woolverton, Noah Harpster, Micah Fitzerman-Blue","Angelina Jolie, Elle Fanning, Harris Dickinson","Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies and dark new forces at play.",English,"United States, United Kingdom, Canada",Nominated for 1 Oscar. 1 win & 11 nominations total,https://m.media-amazon.com/images/M/MV5BZjJiYTExOTAtNWU0Yi00NzJjLTkwOTgtOTU2NWM1ZjJmYWVhXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.6/10'}",43,6.6,"99,336",tt4777008,movie,18 Oct 2019,"$113,929,605",N/A,N/A,True
Night at the Museum: Secret of the Tomb,2014,PG,19 Dec 2014,98 min,"Adventure, Comedy, Family",Shawn Levy,"David Guion, Michael Handelman, Mark Friedman","Ben Stiller, Robin Williams, Owen Wilson","Larry spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.",English,"United Kingdom, United States",1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BMjI1MzM2ODEyMV5BMl5BanBnXkFtZTgwNTIzODAwMzE@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.2/10'}",47,6.2,"117,599",tt2692250,movie,10 Mar 2015,"$113,746,621",N/A,N/A,True
The Pacifier,2005,PG,04 Mar 2005,95 min,"Action, Comedy, Drama",Adam Shankman,"Thomas Lennon, Robert Ben Garant","Vin Diesel, Brittany Snow, Max Thieriot","Having recovered from wounds received in a failed rescue operation, Navy SEAL Shane Wolfe is handed a new assignment: Protect the five Plummer kids from enemies of their recently deceased father -- a government scientist whose top-se","English, Korean",United States,1 win & 10 nominations,https://m.media-amazon.com/images/M/MV5BMTE5MTcxOTQxNl5BMl5BanBnXkFtZTYwMzk3Nzg2._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.6/10'}",30,5.6,"92,756",tt0395699,movie,28 Jun 2005,"$113,086,868",N/A,N/A,True
Dr. Dolittle 2,2001,PG,22 Jun 2001,87 min,"Comedy, Family, Fantasy",Steve Carr,"Hugh Lofting, Larry Levin","Eddie Murphy, Cedric the Entertainer, Kristen Wilson",Dolittle must save a forest and a bear's life.,English,United States,3 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BYTZhMWZkYjgtNjE5MS00OWY4LWFmMWQtMDc4M2RlMjg4Y2NhXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '4.7/10'}",49,4.7,"44,790",tt0240462,movie,27 Aug 2002,"$112,952,899",N/A,N/A,True
Spy Kids,2001,PG,30 Mar 2001,88 min,"Action, Adventure, Comedy",Robert Rodriguez,Robert Rodriguez,"Alexa PenaVega, Daryl Sabara, Antonio Banderas","Using high tech gadgets, two kids have to save their reactivated OSS top spy parents when they're taken by an evil, high tech enemy.","English, Spanish",United States,2 wins & 10 nominations,https://m.media-amazon.com/images/M/MV5BY2JhODU1NmQtNjllYS00ZmQwLWEwZjYtMTE5NjA1M2YyMzdjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.5/10'}",71,5.5,"114,836",tt0227538,movie,18 Sep 2001,"$112,719,001",N/A,N/A,True
Spy Kids 3: Game Over,2003,PG,25 Jul 2003,84 min,"Action, Adventure, Comedy",Robert Rodriguez,Robert Rodriguez,"Daryl Sabara, Alexa PenaVega, Antonio Banderas","Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world.",English,United States,3 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BMTI4MTQyNTUzMF5BMl5BanBnXkFtZTcwNzE2MDAwMQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '4.3/10'}",57,4.3,"59,011",tt0338459,movie,24 Feb 2004,"$111,761,982",N/A,N/A,True
The Little Mermaid,1989,G,17 Nov 1989,83 min,"Animation, Adventure, Comedy","Ron Clements, John Musker","John Musker, Ron Clements, Hans Christian Andersen","Jodi Benson, Samuel E. Wright, Rene Auberjonois",A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.,"English, French",United States,Won 2 Oscars. 14 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BN2JlZTBhYTEtZDE3OC00NTA3LTk5NTQtNjg5M2RjODllM2M0XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.6/10'}",88,7.6,"252,871",tt0097757,movie,01 Oct 2013,"$111,543,479",N/A,N/A,True
Mr. Peabody & Sherman,2014,PG,07 Mar 2014,92 min,"Animation, Adventure, Comedy",Rob Minkoff,"Jay Ward, Craig Wright, Robert Ben Garant","Ty Burrell, Max Charles, Stephen Colbert","The time-travelling adventures of an advanced canine and his adopted son, as they endeavor to fix a time rift they created.",English,United States,Nominated for 1 BAFTA Film Award2 wins & 16 nominations total,https://m.media-amazon.com/images/M/MV5BMTkxMzM0NzcwN15BMl5BanBnXkFtZTgwNzk1MjMzMTE@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.8/10'}",59,6.8,"67,951",tt0864835,movie,11 Mar 2014,"$111,506,430",N/A,N/A,True
Freaky Friday,2003,PG,06 Aug 2003,97 min,"Comedy, Family, Fantasy",Mark Waters,"Mary Rodgers, Heather Hach, Leslie Dixon","Jamie Lee Curtis, Lindsay Lohan, Mark Harmon","An overworked mother and her daughter do not get along. When they switch bodies, each is forced to adapt to the other's life for one freaky Friday.","English, Mandarin",United States,5 wins & 11 nominations,https://m.media-amazon.com/images/M/MV5BYmU4NTk4OWYtMjE4My00MGVkLTgwY2EtZTZjN2YyOGFiMDQ0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.2/10'}",70,6.2,"134,476",tt0322330,movie,21 Dec 2004,"$110,230,332",N/A,N/A,True
Bedtime Stories,2008,PG,25 Dec 2008,99 min,"Adventure, Comedy, Family",Adam Shankman,"Matt Lopez, Tim Herlihy","Adam Sandler, Keri Russell, Courteney Cox",A hotel handyman's life changes when the lavish bedtime stories he tells his niece and nephew start to magically come true.,English,United States,3 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BM2I2ZGVjZGItMTY2MC00ZmY0LWEwMGYtYTk0OTY1MjQ1MWVmXkEyXkFqcGdeQXVyMTA3MzQ4MTc0._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.0/10'}",33,6.0,"93,169",tt0960731,movie,05 Apr 2009,"$110,101,975",N/A,N/A,True
The Princess Diaries,2001,G,03 Aug 2001,115 min,"Comedy, Family, Romance",Garry Marshall,"Meg Cabot, Gina Wendkos","Julie Andrews, Anne Hathaway, Hector Elizondo","Mia Thermopolis has just found out that she is the heir apparent to the throne of Genovia. With her friends Lilly and Michael Moscovitz in tow, she tries to navigate through the rest of her sixteenth year.","English, Dutch, Italian","United States, United Kingdom",3 wins & 11 nominations,https://m.media-amazon.com/images/M/MV5BMzcwYjEwMzEtZTZmMi00ZGFhLWJhZjItMDAzNDVkNjZmM2U5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.4/10'}",52,6.4,"139,359",tt0247638,movie,24 Sep 2002,"$108,248,956",N/A,N/A,True
Hop,2011,PG,01 Apr 2011,95 min,"Animation, Adventure, Comedy",Tim Hill,"Cinco Paul, Ken Daurio, Brian Lynch","Russell Brand, James Marsden, Elizabeth Perkins","E.B., the Easter Bunny's teenage son, heads to Hollywood, determined to become a drummer in a rock 'n' roll band. In LA, he's taken in by Fred after the out-of-work slacker hits E.B. with his car.","English, Chinese, Spanish, French, Ukrainian",United States,2 nominations,https://m.media-amazon.com/images/M/MV5BMTY4MDcxNTkzNV5BMl5BanBnXkFtZTcwMTg2MDY2NA@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.4/10'}",41,5.4,"33,398",tt1411704,movie,23 Mar 2012,"$108,085,305",N/A,N/A,True
Epic,2013,PG,24 May 2013,102 min,"Animation, Action, Adventure",Chris Wedge,"James V. Hart, William Joyce, Daniel Shere","Amanda Seyfried, Josh Hutcherson, Beyoncé",A teenager finds herself transported to a deep forest setting where a battle between the forces of good and the forces of evil is taking place. She bands together with a rag-tag group of characters in order to save their world -- and,English,United States,2 wins & 21 nominations,https://m.media-amazon.com/images/M/MV5BMTgyNDYwNzE5NV5BMl5BanBnXkFtZTcwMzUyODM5OA@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.6/10'}",52,6.6,"103,766",tt0848537,movie,20 Aug 2013,"$107,518,682",N/A,N/A,True
The Angry Birds Movie,2016,PG,20 May 2016,97 min,"Animation, Action, Adventure","Clay Kaytis, Fergal Reilly","Jon Vitti, Mikael Hed, Mikko Pöllä","Jason Sudeikis, Josh Gad, Danny McBride","When an island populated by happy, flightless birds is visited by mysterious green piggies, it's up to three unlikely outcasts - Red, Chuck and Bomb - to figure out what the pigs are up to.",English,"Finland, United States",2 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BMTY3MjU0NDA0OF5BMl5BanBnXkFtZTgwNTc0MTU3OTE@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.3/10'}",43,6.3,"88,772",tt1985949,movie,16 Aug 2016,"$107,509,366",N/A,N/A,True
Chicken Run,2000,G,23 Jun 2000,84 min,"Animation, Adventure, Comedy","Peter Lord, Nick Park","Peter Lord, Nick Park, Karey Kirkpatrick","Mel Gibson, Julia Sawalha, Phil Daniels","When a cockerel apparently flies into a chicken farm, the chickens see him as an opportunity to escape their evil owners.",English,"United Kingdom, France, United States",Nominated for 2 BAFTA Film 23 wins & 26 nominations total,https://m.media-amazon.com/images/M/MV5BNDgxNjZlZDYtZGJmZC00Mjg0LWEwYzctYWQ0MWFjNTM3ZmM4XkEyXkFqcGdeQXVyNTM5NzI0NDY@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.0/10'}",88,7.0,"186,974",tt0120630,movie,22 May 2006,"$106,834,564",N/A,N/A,True
The Lego Movie 2: The Second Part,2019,PG,08 Feb 2019,107 min,"Animation, Adventure, Comedy",Mike Mitchell,"Phil Lord, Christopher Miller, Matthew Fogel","Chris Pratt, Elizabeth Banks, Will Arnett","It's been five years since everything was awesome and the citizens are facing a huge new threat: Lego Duplo invaders from outer space, wrecking everything faster than they can rebuild.",English,"Denmark, Norway, Australia, United States",1 win & 16 nominations,https://m.media-amazon.com/images/M/MV5BMTkyOTkwNDc1N15BMl5BanBnXkFtZTgwNzkyMzk3NjM@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.6/10'}",65,6.6,"62,673",tt3513498,movie,07 May 2019,"$105,806,508",N/A,N/A,True
George of the Jungle,1997,PG,16 Jul 1997,92 min,"Action, Adventure, Comedy",Sam Weisman,"Jay Ward, Dana Olsen, Audrey Wells","Brendan Fraser, Leslie Mann, Thomas Haden Church",A man raised in the jungle by apes falls in love with a wealthy American heiress.,"English, Spanish",United States,1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BNTdiM2VjYjYtZjEwNS00ZWU5LWFkZGYtZGYxMDcwMzY1OTEzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTczNjQwOTY@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.5/10'}",53,5.5,"76,087",tt0119190,movie,02 Mar 2004,"$105,263,257",N/A,N/A,True
The Princess and the Frog,2009,G,11 Dec 2009,97 min,"Animation, Adventure, Comedy","Ron Clements, John Musker","Ron Clements, John Musker, Greg Erb","Anika Noni Rose, Keith David, Oprah Winfrey","A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.","English, French",United States,Nominated for 3 Oscars. 10 wins & 42 nominations total,https://m.media-amazon.com/images/M/MV5BMjEyOTQ5NzAzNl5BMl5BanBnXkFtZTcwMTcyNTU1Mg@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.1/10'}",73,7.1,"137,228",tt0780521,movie,16 Mar 2010,"$104,400,899",N/A,N/A,True
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,PG,10 Dec 2010,113 min,"Adventure, Family, Fantasy",Michael Apted,"Christopher Markus, Stephen McFeely, Michael Petroni","Ben Barnes, Skandar Keynes, Georgie Henley","Lucy and Edmund Pevensie return to Narnia with their cousin Eustace where they meet up with Prince Caspian for a trip across the sea aboard the royal ship The Dawn Treader. Along the way they encounter dragons, dwarves, merfolk, and ",English,"United States, United Kingdom",2 wins & 18 nominations,https://m.media-amazon.com/images/M/MV5BNjQ2MDQzMzExNl5BMl5BanBnXkFtZTcwMTYzOTc5Mw@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.3/10'}",53,6.3,"150,667",tt0980970,movie,08 Apr 2011,"$104,386,950",N/A,N/A,True
Daddy Day Care,2003,PG,09 May 2003,92 min,"Comedy, Family",Steve Carr,Geoff Rodkey,"Eddie Murphy, Jeff Garlin, Anjelica Huston","Two men, Charlie Hinton (Eddie Murphy) and Phil Ryerson (Jeff Garlin), get laid off and have to become stay-at-home dads when they can't find jobs. This inspires them to open their own day-care center.","English, Klingon, German",United States,1 win & 6 nominations,https://m.media-amazon.com/images/M/MV5BNTZiYjEzY2UtMzA2OC00NjM1LWFlMjItMzg4MTAwOTU2YzYxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.6/10'}",39,5.6,"67,348",tt0317303,movie,24 May 2005,"$104,297,061",N/A,N/A,True
Journey 2: The Mysterious Island,2012,PG,10 Feb 2012,94 min,"Action, Adventure, Comedy",Brad Peyton,"Brian Gunn, Mark Gunn, Richard Outten","Josh Hutcherson, Dwayne Johnson, Michael Caine","Sean Anderson partners with his mom's husband on a mission to find his grandfather, who is thought to be missing on a mythical island.",English,United States,7 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BMjA5MTE1MjQyNV5BMl5BanBnXkFtZTcwODI4NDMwNw@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.8/10'}",41,5.8,"101,677",tt1397514,movie,05 Jun 2012,"$103,860,290",N/A,N/A,True
Rise of the Guardians,2012,PG,21 Nov 2012,97 min,"Animation, Action, Adventure",Peter Ramsey,"David Lindsay-Abaire, William Joyce","Hugh Jackman, Alec Baldwin, Isla Fisher","When the evil spirit Pitch launches an assault on Earth, the Immortal Guardians team up to protect the innocence of children all around the world.","English, French",United States,14 wins & 32 nominations,https://m.media-amazon.com/images/M/MV5BMTkzMjgwMDg1M15BMl5BanBnXkFtZTcwMTgzNTI1OA@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.3/10'}",58,7.3,"169,541",tt1446192,movie,12 Mar 2013,"$103,412,758",N/A,N/A,True
Bambi,1942,G,21 Aug 1942,70 min,"Animation, Adventure, Drama","James Algar, Samuel Armstrong, David Hand","Felix Salten, Perce Pearce, Larry Morey","Hardie Albright, Stan Alexander, Bobette Audrey",The story of a young deer growing up in the forest.,English,United States,Nominated for 3 Oscars. 6 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BY2JhMTJmYjYtNTVkYi00OWE3LWJlMjEtOWI4MTFkMjJhMmQ3XkEyXkFqcGdeQXVyNzY1NDgwNjQ@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.3/10'}",91,7.3,"139,186",tt0034492,movie,29 Apr 2008,"$102,247,150",N/A,N/A,True
Mary Poppins,1964,G,18 Jun 1965,139 min,"Comedy, Family, Fantasy",Robert Stevenson,"Bill Walsh, Don DaGradi, P.L. Travers","Julie Andrews, Dick Van Dyke, David Tomlinson","In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father.",English,United States,Won 5 Oscars. 22 wins & 17 nominations total,https://m.media-amazon.com/images/M/MV5BNmJkODczNjItNDI5Yy00MGI1LTkyOWItZDNmNjM4ZGI1ZDVlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.8/10'}",88,7.8,"167,723",tt0058331,movie,27 Jan 2009,"$102,272,727",N/A,N/A,True
Journey to the Center of the Earth,2008,PG,11 Jul 2008,93 min,"Action, Adventure, Family",Eric Brevig,"Michael D. Weiss, Jennifer Flackett, Mark Levin","Brendan Fraser, Josh Hutcherson, Anita Briem","On a quest to find out what happened to his missing brother, a scientist, his nephew and their mountain guide discover a fantastic and dangerous lost world in the center of the earth.","English, Icelandic, Italian",United States,3 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BMTk1MzY1MzU1MF5BMl5BanBnXkFtZTcwOTQ2NjM3MQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.8/10'}",57,5.8,"120,279",tt0373051,movie,08 Jul 2008,"$101,704,370",N/A,N/A,True
The Prince of Egypt,1998,PG,18 Dec 1998,99 min,"Animation, Adventure, Drama","Brenda Chapman, Steve Hickner, Simon Wells","Philip LaZebnik, Nicholas Meyer","Val Kilmer, Ralph Fiennes, Michelle Pfeiffer",Egyptian Prince Moses learns of his identity as a Hebrew and his destiny to become the chosen deliverer of his people.,"English, Hebrew",United States,Won 1 Oscar. 12 wins & 27 nominations total,https://m.media-amazon.com/images/M/MV5BOWNjMjgyNmMtNWMzZC00YjI4LWI1NmUtMTY0ZTA0ZDQ4Y2EwXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.1/10'}",64,7.1,"127,403",tt0120794,movie,26 Oct 2004,"$101,413,188",N/A,N/A,True
The Cat in the Hat,2003,PG,21 Nov 2003,82 min,"Adventure, Comedy, Family",Bo Welch,"Dr. Seuss, Alec Berg, David Mandel","Mike Myers, Spencer Breslin, Dakota Fanning",Two bored children have their lives turned upside down when a talking cat comes to visit them.,English,United States,7 wins & 22 nominations,https://m.media-amazon.com/images/M/MV5BMTI5MDU3MTYyMF5BMl5BanBnXkFtZTYwODgyODc3._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '4.0/10'}",19,4.0,"81,385",tt0312528,movie,17 Jan 2006,"$101,149,285",N/A,N/A,True
A Wrinkle in Time,2018,PG,09 Mar 2018,109 min,"Adventure, Family, Fantasy",Ava DuVernay,"Jennifer Lee, Jeff Stockwell, Madeleine L'Engle","Storm Reid, Oprah Winfrey, Reese Witherspoon","After the disappearance of her scientist father, three peculiar beings send Meg, her brother, and her friend to space in order to find him.",English,United States,5 wins & 15 nominations,https://m.media-amazon.com/images/M/MV5BMjMxNjQ5MTI3MV5BMl5BanBnXkFtZTgwMjQ2MTAyNDM@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '4.2/10'}",53,4.2,"44,073",tt1620680,movie,24 Sep 2018,"$100,478,608",N/A,N/A,True
Jumanji,1995,PG,15 Dec 1995,104 min,"Adventure, Comedy, Family",Joe Johnston,"Jonathan Hensleigh, Greg Taylor, Jim Strain","Robin Williams, Kirsten Dunst, Bonnie Hunt","When two kids find and play a magical board game, they release a man trapped in it for decades - and a host of dangers that can only be stopped by finishing the game.","English, French",United States,4 wins & 11 nominations,https://m.media-amazon.com/images/M/MV5BZTk2ZmUwYmEtNTcwZS00YmMyLWFkYjMtNTRmZDA3YWExMjc2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.0/10'}",39,7.0,"333,028",tt0113497,movie,N/A,"$100,499,940",N/A,N/A,True
Evan Almighty,2007,PG,22 Jun 2007,96 min,"Comedy, Family, Fantasy",Tom Shadyac,"Steve Oedekerk, Joel Cohen, Alec Sokolow","Steve Carell, Morgan Freeman, Lauren Graham",God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood.,English,United States,2 wins & 11 nominations,https://m.media-amazon.com/images/M/MV5BMTUxMTEzODYxMV5BMl5BanBnXkFtZTcwNzQ4ODU0MQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.4/10'}",37,5.4,"145,223",tt0413099,movie,26 May 2009,"$100,462,298",N/A,N/A,True
Casper,1995,PG,26 May 1995,100 min,"Comedy, Family, Fantasy",Brad Silberling,"Joseph Oriolo, Sherri Stoner, Deanna Oliver","Bill Pullman, Christina Ricci, Cathy Moriarty",An afterlife therapist and his daughter meet a friendly young ghost when they move into a crumbling mansion in order to rid the premises of wicked spirits.,English,United States,4 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BZThhYTlhMDUtMDhjZi00MTljLTkwMDYtOGU3ZjVlMWE4NDk4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.1/10'}",49,6.1,"130,495",tt0112642,movie,23 Sep 2003,"$100,328,194",N/A,N/A,True
The Hunchback of Notre Dame,1996,G,21 Jun 1996,91 min,"Animation, Drama, Family","Gary Trousdale, Kirk Wise","Tab Murphy, Victor Hugo, Irene Mecchi","Demi Moore, Jason Alexander, Mary Kay Bergman","A deformed bell-ringer must assert his independence from a vicious government minister in order to help his friend, a gypsy dancer.","English, Latin",United States,Nominated for 1 Oscar. 8 wins & 26 nominations total,https://m.media-amazon.com/images/M/MV5BNzMxMDc4OGItODBiZi00NjYyLThiMzctMzQwZjgzYWE0MzQzXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.0/10'}",74,7.0,"151,972",tt0116583,movie,25 Jan 2005,"$100,138,851",N/A,N/A,True
The Addams Family,2019,PG,11 Oct 2019,86 min,"Animation, Comedy, Family","Greg Tiernan, Conrad Vernon","Matt Lieberman, Erica Rivinoja, Conrad Vernon","Oscar Isaac, Charlize Theron, Chloë Grace Moretz",The eccentrically macabre family moves to a bland suburb where Wednesday Addams' friendship with the daughter of a hostile and conformist local reality show host exacerbates conflict between the families.,"English, Spanish, Italian, French","Canada, United States",2 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BODBjOTAzZmMtNGJkOC00M2M3LWI1MTctZjZlMzdiODBkMzc0XkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.8/10'}",46,5.8,"36,791",tt1620981,movie,11 Oct 2019,"$100,723,831",N/A,N/A,True
Gnomeo & Juliet,2011,G,11 Feb 2011,84 min,"Animation, Adventure, Comedy",Kelly Asbury,"Rob Sprackling, Johnny Smith, Andy Riley","James McAvoy, Emily Blunt, Maggie Smith","Separated by a garden fence and a feud, are blue gnomes on one side and red gnomes on the other. This doesn't stop blue Gnomeo and red Juliet from falling in love with each other. Do they have a future together?","English, Japanese, Spanish, German","United Kingdom, United States, Canada",1 win & 12 nominations,https://m.media-amazon.com/images/M/MV5BZDhlYjk1YzQtZjA2NC00N2E4LTgxMjAtYzFhYWNhNjRlNzBmXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.9/10'}",53,5.9,"54,996",tt0377981,movie,24 May 2011,"$99,967,670",N/A,N/A,True
Christopher Robin,2018,PG,03 Aug 2018,104 min,"Animation, Adventure, Comedy",Marc Forster,"A.A. Milne, Ernest Shepard, Alex Ross Perry","Ewan McGregor, Hayley Atwell, Bronte Carmichael","A working-class family man, Christopher Robin, encounters his childhood friend Winnie-the-Pooh, who helps him to rediscover the joys of life.",English,"United Kingdom, United States",Nominated for 1 Oscar. 2 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BMjAzOTM2OTAyNF5BMl5BanBnXkFtZTgwNTg5ODg1NTM@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.3/10'}",60,7.3,"75,178",tt4575576,movie,06 Nov 2018,"$99,215,042",N/A,N/A,True
Hercules,1997,G,27 Jun 1997,93 min,"Animation, Adventure, Comedy","Ron Clements, John Musker","Ron Clements, John Musker, Don McEnery","Tate Donovan, Susan Egan, James Woods",The son of Zeus and Hera is stripped of his immortality as an infant and must become a true hero in order to reclaim it.,"English, Spanish, Greek",United States,Nominated for 1 Oscar. 9 wins & 16 nominations total,https://m.media-amazon.com/images/M/MV5BZDcwYjEyNWItMGI1Mi00MjI1LWIyMDEtMTQ4YjhkNjM4NDU3XkEyXkFqcGdeQXVyNDUyOTg3Njg@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.3/10'}",74,7.3,"221,888",tt0119282,movie,03 Dec 2002,"$99,112,101",N/A,N/A,True
Meet the Robinsons,2007,G,30 Mar 2007,95 min,"Animation, Adventure, Comedy",Stephen J. Anderson,"Jon Bernstein, Michelle Bochner Spitz, Don Hall","Daniel Hansen, Wesley Singerman, Angela Bassett","Lewis is a brilliant inventor who meets mysterious stranger named Wilbur Robinson, whisking Lewis away in a time machine and together they team up to track down Bowler Hat Guy in a showdown that ends with an unexpected twist of fate.",English,United States,1 win & 10 nominations,https://m.media-amazon.com/images/M/MV5BMjQyNzdmNmUtODkwMi00NWM2LWIzNTAtMWY3OTVmM2Q5NTUyXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.8/10'}",61,6.8,"95,767",tt0396555,movie,23 Oct 2007,"$97,822,171",N/A,N/A,True
Inspector Gadget,1999,PG,23 Jul 1999,78 min,"Action, Adventure, Comedy",David Kellogg,"Andy Heyward, Jean Chalopin, Bruno Bianchi","Matthew Broderick, Rupert Everett, Joely Fisher",A security guard's dreams come true when he is selected to be transformed into a cybernetic police officer.,"English, Norwegian, French, Spanish",United States,1 win & 13 nominations,https://m.media-amazon.com/images/M/MV5BN2RhYTQ5YmYtZTNkMS00M2YwLTliMjctNzg0OGYwMDQ5NDg0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '4.2/10'}",36,4.2,"47,711",tt0141369,movie,25 Jan 2005,"$97,403,112",N/A,N/A,True
The Princess Diaries 2: Royal Engagement,2004,G,11 Aug 2004,113 min,"Comedy, Family, Romance",Garry Marshall,"Meg Cabot, Gina Wendkos, Shonda Rhimes","Anne Hathaway, Callum Blue, Julie Andrews","Now settled in Genovia, Princess Mia faces a new revelation: she is being primed for an arranged marriage to an English suitor.","English, Greek, French, Spanish",United States,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BODljNTU2ZGMtMWI5Yy00MGNkLTg2MTktN2NhZjY0NDcwMDhiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.9/10'}",43,5.9,"78,961",tt0368933,movie,11 Dec 2005,"$95,170,481",N/A,N/A,True
