Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
Spider-Man: Into the Spider-Verse,2018,PG,14 Dec 2018,117 min,"Animation, Action, Adventure","Bob Persichetti, Peter Ramsey, Rodney Rothman","Phil Lord, Rodney Rothman","Shameik Moore, Jake Johnson, Hailee Steinfeld","Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.","English, Spanish",United States,Won 1 Oscar. 82 wins & 57 nominations total,https://m.media-amazon.com/images/M/MV5BMjMwNDkxMTgzOF5BMl5BanBnXkFtZTgwNTkwNTQ3NjM@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '8.4/10'}",87,8.4,"473,159",tt4633694,movie,19 Mar 2019,"$190,241,310",N/A,N/A,True
Wreck-It Ralph,2012,PG,02 Nov 2012,101 min,"Animation, Adventure, Comedy",Rich Moore,"Rich Moore, Phil Johnston, Jim Reardon","John C. Reilly, Jack McBrayer, Jane Lynch","A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.",English,United States,Nominated for 1 Oscar. 33 wins & 42 nominations total,https://m.media-amazon.com/images/M/MV5BNzMxNTExOTkyMF5BMl5BanBnXkFtZTcwMzEyNDc0OA@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.7/10'}",72,7.7,"406,874",tt1772341,movie,05 Mar 2013,"$189,422,889",N/A,N/A,True
Grease,1978,PG,16 Jun 1978,110 min,"Comedy, Musical, Romance",Randal Kleiser,"Jim Jacobs, Warren Casey, Bronte Woodard","John Travolta, Olivia Newton-John, Stockard Channing","Good girl Sandy Olsson and greaser Danny Zuko fell in love over the summer. When they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance?",English,United States,Nominated for 1 Oscar. 4 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BZmUyMDEyOTgtZmUwOS00NTdkLThlNzctNTM1ODQ4M2VhMjdhXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.2/10'}",70,7.2,"260,418",tt0077631,movie,24 Sep 2002,"$190,071,103",N/A,N/A,True
The Croods,2013,PG,22 Mar 2013,98 min,"Animation, Adventure, Comedy","Kirk DeMicco, Chris Sanders","Chris Sanders, Kirk DeMicco, John Cleese","Nicolas Cage, Ryan Reynolds, Emma Stone","After their cave is destroyed, a caveman family must trek through an unfamiliar fantastical world with the help of an inventive boy.",English,United States,Nominated for 1 Oscar. 5 wins & 46 nominations total,https://m.media-amazon.com/images/M/MV5BMTcyOTc2OTA1Ml5BMl5BanBnXkFtZTcwOTI1MjkzOQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.2/10'}",55,7.2,"207,752",tt0481499,movie,01 Oct 2013,"$187,168,425",N/A,N/A,True
Mr. & Mrs. Smith,2005,PG-13,10 Jun 2005,120 min,"Action, Comedy, Crime",Doug Liman,Simon Kinberg,"Brad Pitt, Angelina Jolie, Adam Brody",A bored married couple is surprised to learn that they are both assassins hired by competing agencies to kill each other.,"English, Spanish",United States,9 wins & 18 nominations,https://m.media-amazon.com/images/M/MV5BMTUxMzcxNzQzOF5BMl5BanBnXkFtZTcwMzQxNjUyMw@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.5/10'}",55,6.5,"479,074",tt0356910,movie,29 Nov 2005,"$186,336,279",N/A,N/A,True
Pitch Perfect 2,2015,PG-13,15 May 2015,115 min,"Comedy, Music",Elizabeth Banks,"Kay Cannon, Mickey Rapkin","Anna Kendrick, Rebel Wilson, Hailee Steinfeld","After a humiliating command performance at The Kennedy Center, the Barden Bellas enter an international competition that no American group has ever won in order to regain their status and right to perform.","English, German",United States,9 wins & 17 nominations,https://m.media-amazon.com/images/M/MV5BMzk4OTM2NzMzNl5BMl5BanBnXkFtZTgwNTAzNDE0NDE@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.4/10'}",63,6.4,"152,532",tt2848292,movie,22 Sep 2015,"$184,296,230",N/A,N/A,True
The Polar Express,2004,G,10 Nov 2004,100 min,"Animation, Adventure, Comedy",Robert Zemeckis,"Chris Van Allsburg, Robert Zemeckis, William Broyles Jr.","Tom Hanks, Chris Coppola, Michael Jeter","On Christmas Eve, a young boy embarks on a magical adventure to the North Pole on the Polar Express, while learning about friendship, bravery, and the spirit of Christmas.",English,United States,Nominated for 3 Oscars. 5 wins & 26 nominations total,https://m.media-amazon.com/images/M/MV5BMTM1NTU0NTE4MV5BMl5BanBnXkFtZTcwMTQ0MjEzMw@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.6/10'}",61,6.6,"199,731",tt0338348,movie,22 Nov 2005,"$187,935,490",N/A,N/A,True
The Simpsons Movie,2007,PG-13,27 Jul 2007,87 min,"Animation, Adventure, Comedy",David Silverman,"James L. Brooks, Matt Groening, Al Jean","Dan Castellaneta, Julie Kavner, Nancy Cartwright","After Homer pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.",English,United States,Won 1 BAFTA Film Award5 wins & 34 nominations total,https://m.media-amazon.com/images/M/MV5BMTgxMDczMTA5N15BMl5BanBnXkFtZTcwMzk1MzMzMw@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.3/10'}",80,7.3,"322,255",tt0462538,movie,18 Dec 2007,"$183,135,014",N/A,N/A,True
What Women Want,2000,PG-13,15 Dec 2000,127 min,"Comedy, Fantasy, Romance",Nancy Meyers,"Josh Goldsmith, Cathy Yuspa, Diane Drake","Mel Gibson, Helen Hunt, Marisa Tomei","A cocky, chauvinistic advertising executive magically acquires the ability to hear what women are thinking.",English,United States,5 wins & 9 nominations,https://m.media-amazon.com/images/M/MV5BZjUyZWE5YmMtNDA2ZC00NzFlLTg0MzktOTgzYjA2ZWE3NmIwXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.4/10'}",47,6.4,"203,960",tt0207201,movie,08 Jan 2002,"$182,811,707",N/A,N/A,True
Liar Liar,1997,PG-13,21 Mar 1997,86 min,"Comedy, Fantasy",Tom Shadyac,"Paul Guay, Stephen Mazur","Jim Carrey, Maura Tierney, Amanda Donohoe",A fast-track lawyer can't lie for 24 hours due to his son's birthday wish after he disappoints his son for the last time.,English,United States,4 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BYjZlYmJjYWYtZDM0NS00YmZlLWIyMTAtMDY5ZTNjZTgwMDhjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.9/10'}",70,6.9,"299,443",tt0119528,movie,25 Nov 2003,"$181,410,615",N/A,N/A,True
Ant-Man,2015,PG-13,17 Jul 2015,117 min,"Action, Adventure, Comedy",Peyton Reed,"Edgar Wright, Joe Cornish, Adam McKay","Paul Rudd, Michael Douglas, Corey Stoll","Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, pull off a plan that will save the world.",English,United States,Nominated for 1 BAFTA Film Award4 wins & 34 nominations total,https://m.media-amazon.com/images/M/MV5BMjM2NTQ5Mzc2M15BMl5BanBnXkFtZTgwNTcxMDI2NTE@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.3/10'}",64,7.3,"631,397",tt0478970,movie,08 Dec 2015,"$180,202,163",N/A,N/A,True
Madagascar: Escape 2 Africa,2008,PG,07 Nov 2008,89 min,"Animation, Adventure, Comedy","Eric Darnell, Tom McGrath","Etan Cohen, Eric Darnell, Tom McGrath","Ben Stiller, Chris Rock, David Schwimmer","The Madagascar animals fly back to New York City, but crash-land on an African nature reserve, where they meet others of their own kind, and Alex especially discovers his royal heritage as prince of a lion pride.","English, Italian",United States,4 wins & 11 nominations,https://m.media-amazon.com/images/M/MV5BNzNlYjFmZTMtMGI1OS00YmQwLWI5M2EtMTllNmVhZjAyMmJjXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.6/10'}",61,6.6,"219,426",tt0479952,movie,06 Feb 2009,"$180,010,950",N/A,N/A,True
Hitch,2005,PG-13,11 Feb 2005,118 min,"Comedy, Romance",Andy Tennant,Kevin Bisch,"Will Smith, Eva Mendes, Kevin James",A smooth-talking man falls for a hardened columnist while helping a shy accountant woo a beautiful heiress.,English,United States,4 wins & 24 nominations,https://m.media-amazon.com/images/M/MV5BNzYyNzM2NzM2NF5BMl5BanBnXkFtZTcwNjg5NTQzMw@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.6/10'}",58,6.6,"309,911",tt0386588,movie,14 Jun 2005,"$179,495,555",N/A,N/A,True
Men in Black 3,2012,PG-13,25 May 2012,106 min,"Action, Adventure, Comedy",Barry Sonnenfeld,"Etan Cohen, Lowell Cunningham","Will Smith, Tommy Lee Jones, Josh Brolin",Agent J travels in time to M.I.B.'s early days in 1969 to stop an alien from assassinating his friend Agent K and changing history.,"English, Ukrainian","United States, United Arab Emirates",1 win & 13 nominations,https://m.media-amazon.com/images/M/MV5BMTU2NTYxODcwMF5BMl5BanBnXkFtZTcwNDk1NDY0Nw@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.8/10'}",58,6.8,"352,778",tt1409024,movie,30 Nov 2012,"$179,020,854",N/A,N/A,True
Pretty Woman,1990,R,23 Mar 1990,119 min,"Comedy, Romance",Garry Marshall,J.F. Lawton,"Richard Gere, Julia Roberts, Jason Alexander","A man in a legal but hurtful business needs an escort for some social events, and hires a beautiful prostitute he meets... only to fall in love.",English,United States,Nominated for 1 Oscar. 8 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BNjk2ODQzNDYxNV5BMl5BanBnXkFtZTgwMTcyNDg4NjE@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.1/10'}",51,7.1,"312,649",tt0100405,movie,30 Aug 2005,"$178,406,268",N/A,N/A,True
Home,2015,PG,27 Mar 2015,94 min,"Animation, Adventure, Comedy",Tim Johnson,"Tom J. Astle, Matt Ember, Adam Rex","Jim Parsons, Rihanna, Steve Martin","An alien on the run from his own people makes friends with a girl. He tries to help her on her quest, but can be an interference.","English, French",United States,3 wins & 9 nominations,https://m.media-amazon.com/images/M/MV5BMjExOTQ4MDMyMV5BMl5BanBnXkFtZTgwMTE3NDM2MzE@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.6/10'}",55,6.6,"99,576",tt2224026,movie,28 Jul 2015,"$177,397,510",N/A,N/A,True
Night at the Museum: Battle of the Smithsonian,2009,PG,22 May 2009,105 min,"Adventure, Comedy, Family",Shawn Levy,"Robert Ben Garant, Thomas Lennon","Ben Stiller, Owen Wilson, Amy Adams","Security guard Larry Daley infiltrates the Smithsonian Institution in order to rescue Jedediah and Octavius, who have been shipped to the museum by mistake.",English,"United States, Canada",2 wins & 9 nominations,https://m.media-amazon.com/images/M/MV5BMGZjZDE2NjUtMzVkNy00N2UyLTg5MjYtYzY1ZmM1YWY3ZTZmXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.0/10'}",42,6.0,"190,344",tt1078912,movie,01 Dec 2009,"$177,243,721",N/A,N/A,True
Tootsie,1982,PG,17 Dec 1982,116 min,"Comedy, Drama, Romance",Sydney Pollack,"Don McGuire, Larry Gelbart, Murray Schisgal","Dustin Hoffman, Jessica Lange, Teri Garr","Michael Dorsey, an unsuccessful actor, disguises himself as a woman in order to get a role on a trashy hospital soap.",English,United States,Won 1 Oscar. 25 wins & 30 nominations total,https://m.media-amazon.com/images/M/MV5BMTY4MGJjMTktNGM4Ni00ODliLWJlYjQtNjc4NmY2NjQ3NzEzXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.4/10'}",88,7.4,"103,991",tt0084805,movie,05 Feb 2008,"$177,200,000",N/A,N/A,True
How to Train Your Dragon 2,2014,PG,13 Jun 2014,102 min,"Animation, Action, Adventure",Dean DeBlois,"Dean DeBlois, Cressida Cowell","Jay Baruchel, Cate Blanchett, Gerard Butler","When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",English,United States,Nominated for 1 Oscar. 15 wins & 61 nominations total,https://m.media-amazon.com/images/M/MV5BMzMwMTAwODczN15BMl5BanBnXkFtZTgwMDk2NDA4MTE@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.8/10'}",77,7.8,"323,480",tt1646971,movie,11 Nov 2014,"$177,002,924",N/A,N/A,True
There's Something About Mary,1998,R,15 Jul 1998,119 min,"Comedy, Romance","Bobby Farrelly, Peter Farrelly","Ed Decter, John J. Strauss, Peter Farrelly","Cameron Diaz, Matt Dillon, Ben Stiller","A man gets a chance to meet up with his dream girl from high school, even though his date with her back then was a complete disaster.",English,United States,17 wins & 17 nominations,https://m.media-amazon.com/images/M/MV5BZWFlZjE5OTYtNWY0ZC00MzgzLTg5MjUtYTFkZjk2NjJkYjM0XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.1/10'}",69,7.1,"304,826",tt0129387,movie,22 Oct 2002,"$176,484,651",N/A,N/A,True
Ice Age,2002,PG,15 Mar 2002,81 min,"Animation, Adventure, Comedy","Chris Wedge, Carlos Saldanha","Michael J. Wilson, Michael Berg, Peter Ackerman","Denis Leary, John Leguizamo, Ray Romano","The story revolves around sub-zero heroes: a woolly mammoth, a saber-toothed tiger, a sloth and a prehistoric combination of a squirrel and rat, known as Scrat.",English,United States,Nominated for 1 Oscar. 5 wins & 30 nominations total,https://m.media-amazon.com/images/M/MV5BYWZhYjExYzgtNWMxMy00N2E4LTlkYzItZjJhOTUyZWNkNDBlXkEyXkFqcGdeQXVyMTMwMTgyMzQz._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.5/10'}",61,7.5,"468,520",tt0268380,movie,08 Feb 2005,"$176,387,405",N/A,N/A,True
The Lego Batman Movie,2017,PG,10 Feb 2017,104 min,"Animation, Action, Adventure",Chris McKay,"Seth Grahame-Smith, Chris McKenna, Erik Sommers","Will Arnett, Michael Cera, Rosario Dawson","A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick.",English,"United States, Denmark, Australia",13 wins & 68 nominations,https://m.media-amazon.com/images/M/MV5BMTcyNTEyOTY0M15BMl5BanBnXkFtZTgwOTAyNzU3MDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.3/10'}",75,7.3,"142,050",tt4116284,movie,13 Jun 2017,"$175,750,384",N/A,N/A,True
